native_power,power,wind_dir,wind_speed,air_temp,SAP,air_density
3.777,0.2360625,1,1,1,1,1
3.728,0.233,1,1,1,1,1
3.696,0.231,1,1,1,1,1
3.8,0.2375,1,1,1,1,1
4.19,0.261875,1,1,1,1,1
4.669,0.2918125,1,1,1,1,1
4.94,0.30875,1,1,1,1,1
5.095,0.3184375,1,1,1,1,1
5.319,0.3324375,1,1,1,1,1
5.569,0.3480625,1,1,1,1,1
5.813,0.3633125,1,1,1,1,1
6.073,0.3795625,1,1,1,1,1
6.293,0.3933125,1,1,1,1,1
6.495,0.4059375,1,1,1,1,1
6.655,0.4159375,1,1,1,1,1
6.723,0.4201875,1,1,1,1,1
6.675,0.4171875,1,1,1,1,1
6.593,0.4120625,1,1,1,1,1
6.568,0.4105,1,1,1,1,1
6.395,0.3996875,1,1,1,1,1
6.422,0.401375,1,1,1,1,1
6.48,0.405,1,1,1,1,1
6.481,0.4050625,1,1,1,1,1
6.807,0.4254375,1,1,1,1,1
7.108,0.44425,1,1,1,1,1
7.597,0.4748125,1,1,1,1,1
7.458,0.466125,1,1,1,1,1
7.13,0.445625,1,1,1,1,1
6.242,0.390125,1,1,1,1,1
5.675,0.3546875,1,1,1,1,1
5.236,0.32725,1,1,1,1,1
4.184,0.2615,1,1,1,1,1
3.815,0.2384375,1,1,1,1,1
3.804,0.23775,1,1,1,1,1
3.568,0.223,1,1,1,1,1
3.401,0.2125625,1,1,1,1,1
3.186,0.199125,1,1,1,1,1
3.024,0.189,1,1,1,1,1
2.788,0.17425,1,1,1,1,1
2.492,0.15575,1,1,1,1,1
2.152,0.1345,1,1,1,1,1
2.137,0.1335625,1,1,1,1,1
2.212,0.13825,1,1,1,1,1
2.227,0.1391875,1,1,1,1,1
2.21,0.138125,1,1,1,1,1
2.241,0.1400625,1,1,1,1,1
2.299,0.1436875,1,1,1,1,1
2.458,0.153625,1,1,1,1,1
2.751,0.1719375,1,1,1,1,1
2.948,0.18425,1,1,1,1,1
3.048,0.1905,1,1,1,1,1
3.202,0.200125,1,1,1,1,1
3.366,0.210375,1,1,1,1,1
3.488,0.218,1,1,1,1,1
3.529,0.2205625,1,1,1,1,1
3.602,0.225125,1,1,1,1,1
3.676,0.22975,1,1,1,1,1
3.749,0.2343125,1,1,1,1,1
3.844,0.24025,1,1,1,1,1
3.965,0.2478125,1,1,1,1,1
4.203,0.2626875,1,1,1,1,1
4.426,0.276625,1,1,1,1,1
4.559,0.2849375,1,1,1,1,1
4.529,0.2830625,1,1,1,1,1
4.535,0.2834375,1,1,1,1,1
4.836,0.30225,1,1,1,1,1
5.166,0.322875,1,1,1,1,1
5.348,0.33425,1,1,1,1,1
5.488,0.343,1,1,1,1,1
5.712,0.357,1,1,1,1,1
5.901,0.3688125,1,1,1,1,1
5.999,0.3749375,1,1,1,1,1
6.195,0.3871875,1,1,1,1,1
6.405,0.4003125,1,1,1,1,1
6.675,0.4171875,1,1,1,1,1
7.055,0.4409375,1,1,1,1,1
7.319,0.4574375,1,1,1,1,1
7.291,0.4556875,1,1,1,1,1
7.121,0.4450625,1,1,1,1,1
7.11,0.444375,1,1,1,1,1
7.02,0.43875,1,1,1,1,1
6.735,0.4209375,1,1,1,1,1
6.592,0.412,1,1,1,1,1
6.634,0.414625,1,1,1,1,1
6.685,0.4178125,1,1,1,1,1
6.719,0.4199375,1,1,1,1,1
6.832,0.427,1,1,1,1,1
6.981,0.4363125,1,1,1,1,1
7.192,0.4495,1,1,1,1,1
7.731,0.4831875,1,1,1,1,1
8.234,0.514625,1,1,1,1,1
8.57,0.535625,1,1,1,1,1
8.72,0.545,1,1,1,1,1
8.657,0.5410625,1,1,1,1,1
8.409,0.5255625,1,1,1,1,1
8.471,0.5294375,1,1,1,1,1
8.515,0.5321875,1,1,1,1,1
8.143,0.5089375,1,1,1,1,1
8.046,0.502875,1,1,1,1,1
8.178,0.511125,1,1,1,1,1
8.223,0.5139375,1,1,1,1,1
8.275,0.5171875,1,1,1,1,1
8.629,0.5393125,1,1,1,1,1
9.23,0.576875,1,1,1,1,1
9.792,0.612,1,1,1,1,1
10.317,0.6448125,1,1,1,1,1
11.042,0.690125,1,1,1,1,1
11.663,0.7289375,1,1,1,1,1
12.328,0.7705,1,1,1,1,1
12.918,0.807375,1,1,1,1,1
13.293,0.8308125,1,1,1,1,1
13.612,0.85075,1,1,1,1,1
14.035,0.8771875,1,1,1,1,1
14.256,0.891,1,1,1,1,1
14.49,0.905625,1,1,1,1,1
14.745,0.9215625,1,1,1,1,1
14.857,0.9285625,1,1,1,1,1
14.942,0.933875,1,1,1,1,1
15.017,0.9385625,1,1,1,1,1
15.133,0.9458125,1,1,1,1,1
15.256,0.9535,1,1,1,1,1
15.342,0.958875,1,1,1,1,1
15.396,0.96225,1,1,1,1,1
15.461,0.9663125,1,1,1,1,1
15.541,0.9713125,1,1,1,1,1
15.618,0.976125,1,1,1,1,1
15.646,0.977875,1,1,1,1,1
15.668,0.97925,1,1,1,1,1
15.631,0.9769375,1,1,1,1,1
15.577,0.9735625,1,1,1,1,1
15.514,0.969625,1,1,1,1,1
15.434,0.964625,1,1,1,1,1
15.346,0.959125,1,1,1,1,1
15.257,0.9535625,1,1,1,1,1
15.223,0.9514375,1,1,1,1,1
15.252,0.95325,1,1,1,1,1
15.314,0.957125,1,1,1,1,1
15.345,0.9590625,1,1,1,1,1
15.379,0.9611875,1,1,1,1,1
15.418,0.963625,1,1,1,1,1
15.466,0.966625,1,1,1,1,1
15.52,0.97,1,1,1,1,1
15.54,0.97125,1,1,1,1,1
15.537,0.9710625,1,1,1,1,1
15.525,0.9703125,1,1,1,1,1
15.525,0.9703125,1,1,1,1,1
15.514,0.969625,1,1,1,1,1
15.485,0.9678125,1,1,1,1,1
15.454,0.965875,1,1,1,1,1
15.397,0.9623125,1,1,1,1,1
15.329,0.9580625,1,1,1,1,1
15.244,0.95275,1,1,1,1,1
15.141,0.9463125,1,1,1,1,1
15.059,0.9411875,1,1,1,1,1
14.936,0.9335,1,1,1,1,1
14.856,0.9285,1,1,1,1,1
14.805,0.9253125,1,1,1,1,1
14.713,0.9195625,1,1,1,1,1
14.562,0.910125,1,1,1,1,1
14.371,0.8981875,1,1,1,1,1
14.186,0.886625,1,1,1,1,1
14.014,0.875875,1,1,1,1,1
13.915,0.8696875,1,1,1,1,1
13.89,0.868125,1,1,1,1,1
13.829,0.8643125,1,1,1,1,1
13.773,0.8608125,1,1,1,1,1
13.803,0.8626875,1,1,1,1,1
13.798,0.862375,1,1,1,1,1
13.767,0.8604375,1,1,1,1,1
13.706,0.856625,1,1,1,1,1
13.651,0.8531875,1,1,1,1,1
13.639,0.8524375,1,1,1,1,1
13.73,0.858125,1,1,1,1,1
13.853,0.8658125,1,1,1,1,1
14.018,0.876125,1,1,1,1,1
14.22,0.88875,1,1,1,1,1
14.458,0.903625,1,1,1,1,1
14.71,0.919375,1,1,1,1,1
14.855,0.9284375,1,1,1,1,1
14.983,0.9364375,1,1,1,1,1
15.085,0.9428125,1,1,1,1,1
15.19,0.949375,1,1,1,1,1
15.292,0.95575,1,1,1,1,1
15.378,0.961125,1,1,1,1,1
15.48,0.9675,1,1,1,1,1
15.54,0.97125,1,1,1,1,1
15.586,0.974125,1,1,1,1,1
15.643,0.9776875,1,1,1,1,1
15.681,0.9800625,1,1,1,1,1
15.697,0.9810625,1,1,1,1,1
15.706,0.981625,1,1,1,1,1
15.722,0.982625,1,1,1,1,1
15.743,0.9839375,1,1,1,1,1
15.745,0.9840625,1,1,1,1,1
15.734,0.983375,1,1,1,1,1
15.697,0.9810625,1,1,1,1,1
15.678,0.979875,1,1,1,1,1
15.675,0.9796875,1,1,1,1,1
15.664,0.979,1,1,1,1,1
15.647,0.9779375,1,1,1,1,1
15.658,0.978625,1,1,1,1,1
15.71,0.981875,1,1,1,1,1
15.746,0.984125,1,1,1,1,1
15.745,0.9840625,1,1,1,1,1
15.724,0.98275,1,1,1,1,1
15.698,0.981125,1,1,1,1,1
15.678,0.979875,1,1,1,1,1
15.627,0.9766875,1,1,1,1,1
15.604,0.97525,1,1,1,1,1
15.601,0.9750625,1,1,1,1,1
15.556,0.97225,1,1,1,1,1
15.648,0.978,1,1,1,1,1
15.716,0.98225,1,1,1,1,1
15.757,0.9848125,1,1,1,1,1
15.756,0.98475,1,1,1,1,1
15.756,0.98475,1,1,1,1,1
15.74,0.98375,1,1,1,1,1
15.721,0.9825625,1,1,1,1,1
15.686,0.980375,1,1,1,1,1
15.639,0.9774375,1,1,1,1,1
15.523,0.9701875,1,1,1,1,1
15.364,0.96025,1,1,1,1,1
15.222,0.951375,1,1,1,1,1
15.177,0.9485625,1,1,1,1,1
15.151,0.9469375,1,1,1,1,1
15.192,0.9495,1,1,1,1,1
15.201,0.9500625,1,1,1,1,1
15.079,0.9424375,1,1,1,1,1
14.885,0.9303125,1,1,1,1,1
14.726,0.920375,1,1,1,1,1
14.397,0.8998125,1,1,1,1,1
14.049,0.8780625,1,1,1,1,1
13.762,0.860125,1,1,1,1,1
13.53,0.845625,1,1,1,1,1
13.341,0.8338125,1,1,1,1,1
13.202,0.825125,1,1,1,1,1
13.123,0.8201875,1,1,1,1,1
13.093,0.8183125,1,1,1,1,1
13.149,0.8218125,1,1,1,1,1
13.217,0.8260625,1,1,1,1,1
13.267,0.8291875,1,1,1,1,1
13.25,0.828125,1,1,1,1,1
13.189,0.8243125,1,1,1,1,1
13.123,0.8201875,1,1,1,1,1
13.062,0.816375,1,1,1,1,1
13.051,0.8156875,1,1,1,1,1
13.027,0.8141875,1,1,1,1,1
13.095,0.8184375,1,1,1,1,1
13.158,0.822375,1,1,1,1,1
13.22,0.82625,1,1,1,1,1
13.178,0.823625,1,1,1,1,1
13.16,0.8225,1,1,1,1,1
13.205,0.8253125,1,1,1,1,1
13.274,0.829625,1,1,1,1,1
13.183,0.8239375,1,1,1,1,1
12.926,0.807875,1,1,1,1,1
12.7,0.79375,1,1,1,1,1
12.518,0.782375,1,1,1,1,1
12.511,0.7819375,1,1,1,1,1
12.649,0.7905625,1,1,1,1,1
12.619,0.7886875,1,1,1,1,1
12.62,0.78875,1,1,1,1,1
12.762,0.797625,1,1,1,1,1
12.848,0.803,1,1,1,1,1
12.769,0.7980625,1,1,1,1,1
12.671,0.7919375,1,1,1,1,1
12.617,0.7885625,1,1,1,1,1
12.605,0.7878125,1,1,1,1,1
12.691,0.7931875,1,1,1,1,1
12.739,0.7961875,1,1,1,1,1
12.745,0.7965625,1,1,1,1,1
12.812,0.80075,1,1,1,1,1
12.817,0.8010625,1,1,1,1,1
12.718,0.794875,1,1,1,1,1
12.577,0.7860625,1,1,1,1,1
12.394,0.774625,1,1,1,1,1
12.306,0.769125,1,1,1,1,1
12.227,0.7641875,1,1,1,1,1
12.342,0.771375,1,1,1,1,1
12.615,0.7884375,1,1,1,1,1
12.842,0.802625,1,1,1,1,1
12.99,0.811875,1,1,1,1,1
13.224,0.8265,1,1,1,1,1
13.377,0.8360625,1,1,1,1,1
13.286,0.830375,1,1,1,1,1
13.17,0.823125,1,1,1,1,1
13.25,0.828125,1,1,1,1,1
13.337,0.8335625,1,1,1,1,1
13.405,0.8378125,1,1,1,1,1
13.583,0.8489375,1,1,1,1,1
13.872,0.867,1,1,1,1,1
14.125,0.8828125,1,1,1,1,1
14.303,0.8939375,1,1,1,1,1
14.493,0.9058125,1,1,1,1,1
14.573,0.9108125,1,1,1,1,1
14.56,0.91,1,1,1,1,1
14.61,0.913125,1,1,1,1,1
14.738,0.921125,1,1,1,1,1
14.855,0.9284375,1,1,1,1,1
14.938,0.933625,1,1,1,1,1
14.957,0.9348125,1,1,1,1,1
14.874,0.929625,1,1,1,1,1
14.766,0.922875,1,1,1,1,1
14.694,0.918375,1,1,1,1,1
14.483,0.9051875,1,1,1,1,1
14.199,0.8874375,1,1,1,1,1
13.983,0.8739375,1,1,1,1,1
13.931,0.8706875,1,1,1,1,1
13.683,0.8551875,1,1,1,1,1
13.632,0.852,1,1,1,1,1
12.963,0.8101875,1,1,1,1,1
12.869,0.8043125,1,1,1,1,1
12.414,0.775875,1,1,1,1,1
12.464,0.779,1,1,1,1,1
11.203,0.7001875,1,1,1,1,1
10.844,0.67775,1,1,1,1,1
9.606,0.600375,1,1,1,1,1
9.055,0.5659375,1,1,1,1,1
8.256,0.516,1,1,1,1,1
7.483,0.4676875,1,1,1,1,1
6.905,0.4315625,1,1,1,1,1
6.681,0.4175625,1,1,1,1,1
6.89,0.430625,1,1,1,1,1
7.107,0.4441875,1,1,1,1,1
7.246,0.452875,1,1,1,1,1
7.562,0.472625,1,1,1,1,1
7.87,0.491875,1,1,1,1,1
7.868,0.49175,1,1,1,1,1
7.902,0.493875,1,1,1,1,1
7.839,0.4899375,1,1,1,1,1
7.651,0.4781875,1,1,1,1,1
7.385,0.4615625,1,1,1,1,1
7.136,0.446,1,1,1,1,1
6.904,0.4315,1,1,1,1,1
6.788,0.42425,1,1,1,1,1
6.856,0.4285,1,1,1,1,1
6.828,0.42675,1,1,1,1,1
6.739,0.4211875,1,1,1,1,1
6.711,0.4194375,1,1,1,1,1
6.807,0.4254375,1,1,1,1,1
6.912,0.432,1,1,1,1,1
6.999,0.4374375,1,1,1,1,1
7.077,0.4423125,1,1,1,1,1
7.199,0.4499375,1,1,1,1,1
7.295,0.4559375,1,1,1,1,1
7.268,0.45425,1,1,1,1,1
7.187,0.4491875,1,1,1,1,1
7.001,0.4375625,1,1,1,1,1
6.877,0.4298125,1,1,1,1,1
6.77,0.423125,1,1,1,1,1
6.566,0.410375,1,1,1,1,1
6.339,0.3961875,1,1,1,1,1
6.233,0.3895625,1,1,1,1,1
6.17,0.385625,1,1,1,1,1
6.071,0.3794375,1,1,1,1,1
6.029,0.3768125,1,1,1,1,1
6.049,0.3780625,1,1,1,1,1
5.944,0.3715,1,1,1,1,1
5.649,0.3530625,1,1,1,1,1
5.411,0.3381875,1,1,1,1,1
5.249,0.3280625,1,1,1,1,1
5.172,0.32325,1,1,1,1,1
5.165,0.3228125,1,1,1,1,1
5.185,0.3240625,1,1,1,1,1
5.199,0.3249375,1,1,1,1,1
5.248,0.328,1,1,1,1,1
5.269,0.3293125,1,1,1,1,1
5.255,0.3284375,1,1,1,1,1
5.304,0.3315,1,1,1,1,1
5.346,0.334125,1,1,1,1,1
5.324,0.33275,1,1,1,1,1
5.275,0.3296875,1,1,1,1,1
5.219,0.3261875,1,1,1,1,1
5.107,0.3191875,1,1,1,1,1
5.023,0.3139375,1,1,1,1,1
4.981,0.3113125,1,1,1,1,1
4.967,0.3104375,1,1,1,1,1
4.974,0.310875,1,1,1,1,1
4.932,0.30825,1,1,1,1,1
4.855,0.3034375,1,1,1,1,1
4.799,0.2999375,1,1,1,1,1
4.757,0.2973125,1,1,1,1,1
4.659,0.2911875,1,1,1,1,1
4.653,0.2908125,1,1,1,1,1
4.611,0.2881875,1,1,1,1,1
4.485,0.2803125,1,1,1,1,1
4.373,0.2733125,1,1,1,1,1
4.296,0.2685,1,1,1,1,1
4.037,0.2523125,1,1,1,1,1
3.915,0.2446875,1,1,1,1,1
3.767,0.2354375,1,1,1,1,1
3.615,0.2259375,1,1,1,1,1
3.536,0.221,1,1,1,1,1
3.712,0.232,1,1,1,1,1
4.381,0.2738125,1,1,1,1,1
4.915,0.3071875,1,1,1,1,1
5.014,0.313375,1,1,1,1,1
5.219,0.3261875,1,1,1,1,1
5.446,0.340375,1,1,1,1,1
5.707,0.3566875,1,1,1,1,1
6.22,0.38875,1,1,1,1,1
6.928,0.433,1,1,1,1,1
7.671,0.4794375,1,1,1,1,1
8.052,0.50325,1,1,1,1,1
7.92,0.495,1,1,1,1,1
7.665,0.4790625,1,1,1,1,1
7.762,0.485125,1,1,1,1,1
8.108,0.50675,1,1,1,1,1
8.418,0.526125,1,1,1,1,1
8.587,0.5366875,1,1,1,1,1
8.58,0.53625,1,1,1,1,1
8.511,0.5319375,1,1,1,1,1
8.309,0.5193125,1,1,1,1,1
7.991,0.4994375,1,1,1,1,1
7.559,0.4724375,1,1,1,1,1
6.862,0.428875,1,1,1,1,1
6.195,0.3871875,1,1,1,1,1
5.872,0.367,1,1,1,1,1
6.069,0.3793125,1,1,1,1,1
6.882,0.430125,1,1,1,1,1
7.822,0.488875,1,1,1,1,1
8.583,0.5364375,1,1,1,1,1
9.318,0.582375,1,1,1,1,1
9.906,0.619125,1,1,1,1,1
10.248,0.6405,1,1,1,1,1
10.257,0.6410625,1,1,1,1,1
9.829,0.6143125,1,1,1,1,1
9.081,0.5675625,1,1,1,1,1
8.259,0.5161875,1,1,1,1,1
7.587,0.4741875,1,1,1,1,1
7.243,0.4526875,1,1,1,1,1
7.314,0.457125,1,1,1,1,1
7.995,0.4996875,1,1,1,1,1
8.853,0.5533125,1,1,1,1,1
9.586,0.599125,1,1,1,1,1
9.979,0.6236875,1,1,1,1,1
9.971,0.6231875,1,1,1,1,1
9.849,0.6155625,1,1,1,1,1
9.683,0.6051875,1,1,1,1,1
9.429,0.5893125,1,1,1,1,1
9.084,0.56775,1,1,1,1,1
8.669,0.5418125,1,1,1,1,1
8.209,0.5130625,1,1,1,1,1
7.696,0.481,1,1,1,1,1
7.166,0.447875,1,1,1,1,1
6.537,0.4085625,1,1,1,1,1
5.937,0.3710625,1,1,1,1,1
5.346,0.334125,1,1,1,1,1
4.727,0.2954375,1,1,1,1,1
4.164,0.26025,1,1,1,1,1
3.775,0.2359375,1,1,1,1,1
3.508,0.21925,1,1,1,1,1
3.273,0.2045625,1,1,1,1,1
3.027,0.1891875,1,1,1,1,1
2.808,0.1755,1,1,1,1,1
2.525,0.1578125,1,1,1,1,1
2.139,0.1336875,1,1,1,1,1
1.946,0.121625,1,1,1,1,1
1.783,0.1114375,1,1,1,1,1
1.62,0.10125,1,1,1,1,1
1.405,0.0878125,1,1,1,1,1
1.196,0.07475,1,1,1,1,1
0.962,0.060125,1,1,1,1,1
0.795,0.0496875,1,1,1,1,1
0.679,0.0424375,1,1,1,1,1
0.578,0.036125,1,1,1,1,1
0.508,0.03175,1,1,1,1,1
0.458,0.028625,1,1,1,1,1
0.407,0.0254375,1,1,1,1,1
0.284,0.01775,1,1,1,1,1
0.181,0.0113125,1,1,1,1,1
0.098,0.006125,1,1,1,1,1
0.077,0.0048125,1,1,1,1,1
0.069,0.0043125,1,1,1,1,1
0.062,0.003875,1,1,1,1,1
0.054,0.003375,1,1,1,1,1
0.045,0.0028125,1,1,1,1,1
0.035,0.0021875,1,1,1,1,1
0.026,0.001625,1,1,1,1,1
0.016,0.001,1,1,1,1,1
0.003,0.0001875,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0,0,1,1,1,1,1
0.008,0.0005,1,1,1,1,1
0.018,0.001125,1,1,1,1,1
0.025,0.0015625,1,1,1,1,1
0.034,0.002125,1,1,1,1,1
0.041,0.0025625,1,1,1,1,1
0.044,0.00275,1,1,1,1,1
0.044,0.00275,1,1,1,1,1
0.047,0.0029375,1,1,1,1,1
0.052,0.00325,1,1,1,1,1
0.052,0.00325,1,1,1,1,1
0.052,0.00325,1,1,1,1,1
0.059,0.0036875,1,1,1,1,1
0.063,0.0039375,1,1,1,1,1
0.068,0.00425,1,1,1,1,1
0.071,0.0044375,1,1,1,1,1
0.073,0.0045625,1,1,1,1,1
0.076,0.00475,1,1,1,1,1
0.086,0.005375,1,1,1,1,1
0.171,0.0106875,1,1,1,1,1
0.298,0.018625,1,1,1,1,1
0.446,0.027875,1,1,1,1,1
0.587,0.0366875,1,1,1,1,1
0.733,0.0458125,1,1,1,1,1
0.854,0.053375,1,1,1,1,1
1.13,0.070625,1,1,1,1,1
1.47,0.091875,1,1,1,1,1
1.758,0.109875,1,1,1,1,1
2.095,0.1309375,1,1,1,1,1
2.655,0.1659375,1,1,1,1,1
3.231,0.2019375,1,1,1,1,1
3.657,0.2285625,1,1,1,1,1
4.092,0.25575,1,1,1,1,1
4.534,0.283375,1,1,1,1,1
4.977,0.3110625,1,1,1,1,1
5.377,0.3360625,1,1,1,1,1
5.776,0.361,1,1,1,1,1
6.134,0.383375,1,1,1,1,1
6.359,0.3974375,1,1,1,1,1
6.647,0.4154375,1,1,1,1,1
6.889,0.4305625,1,1,1,1,1
7.406,0.462875,1,1,1,1,1
8.02,0.50125,1,1,1,1,1
8.599,0.5374375,1,1,1,1,1
8.98,0.56125,1,1,1,1,1
9.288,0.5805,1,1,1,1,1
9.446,0.590375,1,1,1,1,1
9.638,0.602375,1,1,1,1,1
9.651,0.6031875,1,1,1,1,1
9.926,0.620375,1,1,1,1,1
10.263,0.6414375,1,1,1,1,1
10.523,0.6576875,1,1,1,1,1
10.6,0.6625,1,1,1,1,1
10.705,0.6690625,1,1,1,1,1
10.996,0.68725,1,1,1,1,1
11.303,0.7064375,1,1,1,1,1
11.495,0.7184375,1,1,1,1,1
11.591,0.7244375,1,1,1,1,1
11.828,0.73925,1,1,1,1,1
11.944,0.7465,1,1,1,1,1
12.016,0.751,1,1,1,1,1
12.095,0.7559375,1,1,1,1,1
12.244,0.76525,1,1,1,1,1
12.085,0.7553125,1,1,1,1,1
12.096,0.756,1,1,1,1,1
12.239,0.7649375,1,1,1,1,1
12.153,0.7595625,1,1,1,1,1
11.923,0.7451875,1,1,1,1,1
11.743,0.7339375,1,1,1,1,1
11.447,0.7154375,1,1,1,1,1
10.895,0.6809375,1,1,1,1,1
10.162,0.635125,1,1,1,1,1
9.835,0.6146875,1,1,1,1,1
9.976,0.6235,1,1,1,1,1
10.373,0.6483125,1,1,1,1,1
11.28,0.705,1,1,1,1,1
12.185,0.7615625,1,1,1,1,1
12.508,0.78175,1,1,1,1,1
12.632,0.7895,1,1,1,1,1
12.926,0.807875,1,1,1,1,1
13.191,0.8244375,1,1,1,1,1
13.394,0.837125,1,1,1,1,1
13.72,0.8575,1,1,1,1,1
13.992,0.8745,1,1,1,1,1
14.048,0.878,1,1,1,1,1
14.194,0.887125,1,1,1,1,1
14.217,0.8885625,1,1,1,1,1
14.21,0.888125,1,1,1,1,1
14.234,0.889625,1,1,1,1,1
14.203,0.8876875,1,1,1,1,1
14.202,0.887625,1,1,1,1,1
14.41,0.900625,1,1,1,1,1
14.299,0.8936875,1,1,1,1,1
14.279,0.8924375,1,1,1,1,1
14.344,0.8965,1,1,1,1,1
14.037,0.8773125,1,1,1,1,1
14.001,0.8750625,1,1,1,1,1
14.076,0.87975,1,1,1,1,1
13.708,0.85675,1,1,1,1,1
13.646,0.852875,1,1,1,1,1
13.725,0.8578125,1,1,1,1,1
13.629,0.8518125,1,1,1,1,1
13.78,0.86125,1,1,1,1,1
13.873,0.8670625,1,1,1,1,1
14.005,0.8753125,1,1,1,1,1
13.934,0.870875,1,1,1,1,1
13.908,0.86925,1,1,1,1,1
13.039,0.8149375,1,1,1,1,1
12.829,0.8018125,1,1,1,1,1
12.797,0.7998125,1,1,1,1,1
12.702,0.793875,1,1,1,1,1
13.056,0.816,1,1,1,1,1
13.098,0.818625,1,1,1,1,1
12.924,0.80775,1,1,1,1,1
12.66,0.79125,1,1,1,1,1
12.136,0.7585,1,1,1,1,1
11.269,0.7043125,1,1,1,1,1
11.127,0.6954375,1,1,1,1,1
10.915,0.6821875,1,1,1,1,1
10.999,0.6874375,1,1,1,1,1
10.952,0.6845,1,1,1,1,1
10.34,0.64625,1,1,1,1,1
9.439,0.5899375,1,1,1,1,1
9.392,0.587,1,1,1,1,1
9.362,0.585125,1,1,1,1,1
9.544,0.5965,1,1,1,1,1
9.828,0.61425,1,1,1,1,1
9.581,0.5988125,1,1,1,1,1
9.368,0.5855,1,1,1,1,1
9.286,0.580375,1,1,1,1,1
9.318,0.582375,1,1,1,1,1
9.13,0.570625,1,1,1,1,1
9.171,0.5731875,1,1,1,1,1
9.713,0.6070625,1,1,1,1,1
10.084,0.63025,1,1,1,1,1
10.317,0.6448125,1,1,1,1,1
10.367,0.6479375,1,1,1,1,1
10.573,0.6608125,1,1,1,1,1
10.772,0.67325,1,1,1,1,1
10.813,0.6758125,1,1,1,1,1
10.697,0.6685625,1,1,1,1,1
10.547,0.6591875,1,1,1,1,1
10.309,0.6443125,1,1,1,1,1
10.403,0.6501875,1,1,1,1,1
10.549,0.6593125,1,1,1,1,1
10.721,0.6700625,1,1,1,1,1
10.961,0.6850625,1,1,1,1,1
11.063,0.6914375,1,1,1,1,1
11.086,0.692875,1,1,1,1,1
11.136,0.696,1,1,1,1,1
11.316,0.70725,1,1,1,1,1
11.592,0.7245,1,1,1,1,1
11.859,0.7411875,1,1,1,1,1
12.136,0.7585,1,1,1,1,1
12.203,0.7626875,1,1,1,1,1
12.158,0.759875,1,1,1,1,1
12.303,0.7689375,1,1,1,1,1
12.467,0.7791875,1,1,1,1,1
12.448,0.778,1,1,1,1,1
12.571,0.7856875,1,1,1,1,1
12.601,0.7875625,1,1,1,1,1
12.462,0.778875,1,1,1,1,1
12.514,0.782125,1,1,1,1,1
12.563,0.7851875,1,1,1,1,1
12.53,0.783125,1,1,1,1,1
12.648,0.7905,1,1,1,1,1
12.788,0.79925,1,1,1,1,1
12.891,0.8056875,1,1,1,1,1
13.122,0.820125,1,1,1,1,1
13.322,0.832625,1,1,1,1,1
13.309,0.8318125,1,1,1,1,1
13.436,0.83975,1,1,1,1,1
13.605,0.8503125,1,1,1,1,1
13.483,0.8426875,1,1,1,1,1
13.903,0.8689375,1,1,1,1,1
14.566,0.910375,1,1,1,1,1
14.421,0.9013125,1,1,1,1,1
14.361,0.8975625,1,1,1,1,1
14.294,0.893375,1,1,1,1,1
14.191,0.8869375,1,1,1,1,1
14.077,0.8798125,1,1,1,1,1
14.187,0.8866875,1,1,1,1,1
14.547,0.9091875,1,1,1,1,1
14.776,0.9235,1,1,1,1,1
14.975,0.9359375,1,1,1,1,1
15.264,0.954,1,1,1,1,1
15.499,0.9686875,1,1,1,1,1
15.681,0.9800625,1,1,1,1,1
15.765,0.9853125,1,1,1,1,1
15.833,0.9895625,1,1,1,1,1
15.9,0.99375,1,1,1,1,1
15.952,0.997,1,1,1,1,1
15.993,0.9995625,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
16,1,1,1,1,1,1
