STATION,STATION_NAME,DATE,HPCP
COOP:308507,TICONDEROGA B MILL NY US,20130826 22:00,7.62
COOP:308507,TICONDEROGA B MILL NY US,20130826 23:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130831 19:00,5.08
COOP:308507,TICONDEROGA B MILL NY US,20130901 00:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130901 01:00,0.00
COOP:308507,TICONDEROGA B MILL NY US,20130902 20:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130905 00:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130910 08:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130910 09:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130910 10:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130912 14:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130912 20:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20130917 05:00,25399.75
COOP:308507,TICONDEROGA B MILL NY US,20130928 01:00,25399.75
COOP:308507,TICONDEROGA B MILL NY US,20130928 03:00,25399.75
COOP:308507,TICONDEROGA B MILL NY US,20131001 00:00,25399.75
COOP:308507,TICONDEROGA B MILL NY US,20131001 01:00,25399.75
COOP:308507,TICONDEROGA B MILL NY US,20131028 11:00,25399.75
COOP:308507,TICONDEROGA B MILL NY US,20131029 10:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131031 14:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131031 18:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131101 01:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131101 03:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131101 04:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131101 05:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131101 06:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131101 10:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131102 16:00,5.08
COOP:308507,TICONDEROGA B MILL NY US,20131107 06:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131107 08:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131110 12:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131117 18:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131118 03:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131118 04:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131118 05:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131118 06:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131122 07:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131126 19:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131126 22:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 00:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 01:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 02:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 03:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 04:00,5.08
COOP:308507,TICONDEROGA B MILL NY US,20131127 05:00,5.08
COOP:308507,TICONDEROGA B MILL NY US,20131127 06:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 07:00,5.08
COOP:308507,TICONDEROGA B MILL NY US,20131127 08:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 09:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 11:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 17:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 19:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131127 21:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131201 01:00,0.00
COOP:308507,TICONDEROGA B MILL NY US,20131206 03:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131206 05:00,5.08
COOP:308507,TICONDEROGA B MILL NY US,20131206 06:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131206 08:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131209 10:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131209 15:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131214 20:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131214 23:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131215 00:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131215 01:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131215 02:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131215 04:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131215 05:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131215 08:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131219 03:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131221 17:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131222 01:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131222 04:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131222 12:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131226 13:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131228 21:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131229 16:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131229 17:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131229 18:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131229 19:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131229 20:00,2.54
COOP:308507,TICONDEROGA B MILL NY US,20131229 22:00,2.54
COOP:301559,CLINTON CORNERS NY US,20130101 00:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130101 01:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130201 00:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130201 01:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130301 00:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130301 01:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130401 00:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130401 01:00,25399.75
COOP:301559,CLINTON CORNERS NY US,20130501 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130101 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130101 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130201 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130201 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130301 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130301 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130401 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130401 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130501 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130501 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130521 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130521 20:00,2.54
COOP:302953,FORT PLAIN NY US,20130521 22:00,2.54
COOP:302953,FORT PLAIN NY US,20130521 23:00,17.78
COOP:302953,FORT PLAIN NY US,20130522 00:00,7.62
COOP:302953,FORT PLAIN NY US,20130522 01:00,7.62
COOP:302953,FORT PLAIN NY US,20130522 03:00,2.54
COOP:302953,FORT PLAIN NY US,20130522 04:00,2.54
COOP:302953,FORT PLAIN NY US,20130524 03:00,2.54
COOP:302953,FORT PLAIN NY US,20130524 16:00,2.54
COOP:302953,FORT PLAIN NY US,20130524 19:00,2.54
COOP:302953,FORT PLAIN NY US,20130524 21:00,2.54
COOP:302953,FORT PLAIN NY US,20130524 23:00,2.54
COOP:302953,FORT PLAIN NY US,20130525 01:00,2.54
COOP:302953,FORT PLAIN NY US,20130525 04:00,2.54
COOP:302953,FORT PLAIN NY US,20130525 07:00,2.54
COOP:302953,FORT PLAIN NY US,20130529 00:00,2.54
COOP:302953,FORT PLAIN NY US,20130529 01:00,2.54
COOP:302953,FORT PLAIN NY US,20130529 07:00,7.62
COOP:302953,FORT PLAIN NY US,20130529 08:00,5.08
COOP:302953,FORT PLAIN NY US,20130529 18:00,7.62
COOP:302953,FORT PLAIN NY US,20130601 01:00,0.00
COOP:302953,FORT PLAIN NY US,20130602 14:00,5.08
COOP:302953,FORT PLAIN NY US,20130606 19:00,5.08
COOP:302953,FORT PLAIN NY US,20130606 20:00,5.08
COOP:302953,FORT PLAIN NY US,20130606 21:00,2.54
COOP:302953,FORT PLAIN NY US,20130606 22:00,2.54
COOP:302953,FORT PLAIN NY US,20130606 23:00,2.54
COOP:302953,FORT PLAIN NY US,20130607 04:00,2.54
COOP:302953,FORT PLAIN NY US,20130607 06:00,5.08
COOP:302953,FORT PLAIN NY US,20130607 07:00,5.08
COOP:302953,FORT PLAIN NY US,20130607 08:00,2.54
COOP:302953,FORT PLAIN NY US,20130607 12:00,2.54
COOP:302953,FORT PLAIN NY US,20130607 23:00,2.54
COOP:302953,FORT PLAIN NY US,20130610 12:00,2.54
COOP:302953,FORT PLAIN NY US,20130610 14:00,5.08
COOP:302953,FORT PLAIN NY US,20130610 15:00,5.08
COOP:302953,FORT PLAIN NY US,20130610 16:00,2.54
COOP:302953,FORT PLAIN NY US,20130610 17:00,2.54
COOP:302953,FORT PLAIN NY US,20130610 18:00,5.08
COOP:302953,FORT PLAIN NY US,20130611 01:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 02:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 04:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 05:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 06:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 11:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 12:00,2.54
COOP:302953,FORT PLAIN NY US,20130611 13:00,5.08
COOP:302953,FORT PLAIN NY US,20130611 14:00,2.54
COOP:302953,FORT PLAIN NY US,20130613 09:00,2.54
COOP:302953,FORT PLAIN NY US,20130613 10:00,5.08
COOP:302953,FORT PLAIN NY US,20130613 11:00,5.08
COOP:302953,FORT PLAIN NY US,20130613 12:00,5.08
COOP:302953,FORT PLAIN NY US,20130613 13:00,10.16
COOP:302953,FORT PLAIN NY US,20130613 14:00,5.08
COOP:302953,FORT PLAIN NY US,20130613 15:00,5.08
COOP:302953,FORT PLAIN NY US,20130613 17:00,2.54
COOP:302953,FORT PLAIN NY US,20130624 17:00,5.08
COOP:302953,FORT PLAIN NY US,20130625 15:00,12.70
COOP:302953,FORT PLAIN NY US,20130625 16:00,7.62
COOP:302953,FORT PLAIN NY US,20130625 23:00,7.62
COOP:302953,FORT PLAIN NY US,20130626 06:00,2.54
COOP:302953,FORT PLAIN NY US,20130627 17:00,2.54
COOP:302953,FORT PLAIN NY US,20130628 01:00,2.54
COOP:302953,FORT PLAIN NY US,20130628 02:00,15.24
COOP:302953,FORT PLAIN NY US,20130628 03:00,10.16
COOP:302953,FORT PLAIN NY US,20130628 04:00,12.70
COOP:302953,FORT PLAIN NY US,20130628 05:00,10.16
COOP:302953,FORT PLAIN NY US,20130628 06:00,7.62
COOP:302953,FORT PLAIN NY US,20130630 17:00,2.54
COOP:302953,FORT PLAIN NY US,20130630 18:00,7.62
COOP:302953,FORT PLAIN NY US,20130701 00:00,2.54
COOP:302953,FORT PLAIN NY US,20130701 01:00,0.00
COOP:302953,FORT PLAIN NY US,20130701 09:00,2.54
COOP:302953,FORT PLAIN NY US,20130701 16:00,2.54
COOP:302953,FORT PLAIN NY US,20130701 20:00,2.54
COOP:302953,FORT PLAIN NY US,20130701 23:00,2.54
COOP:302953,FORT PLAIN NY US,20130702 00:00,2.54
COOP:302953,FORT PLAIN NY US,20130702 01:00,2.54
COOP:302953,FORT PLAIN NY US,20130702 02:00,7.62
COOP:302953,FORT PLAIN NY US,20130702 03:00,2.54
COOP:302953,FORT PLAIN NY US,20130702 16:00,2.54
COOP:302953,FORT PLAIN NY US,20130703 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130705 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130707 07:00,2.54
COOP:302953,FORT PLAIN NY US,20130707 22:00,2.54
COOP:302953,FORT PLAIN NY US,20130708 01:00,5.08
COOP:302953,FORT PLAIN NY US,20130716 08:00,25399.75
COOP:302953,FORT PLAIN NY US,20130801 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130801 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20130901 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20130901 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20131001 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20131001 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20131101 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20131101 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20131201 00:00,25399.75
COOP:302953,FORT PLAIN NY US,20131201 01:00,25399.75
COOP:302953,FORT PLAIN NY US,20140101 00:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130101 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130102 17:00,2.54
COOP:306314,OSWEGO EAST NY US,20130104 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130106 03:00,2.54
COOP:306314,OSWEGO EAST NY US,20130106 17:00,2.54
COOP:306314,OSWEGO EAST NY US,20130107 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130110 01:00,2.54
COOP:306314,OSWEGO EAST NY US,20130112 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20130115 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130115 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130122 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130122 18:00,7.62
COOP:306314,OSWEGO EAST NY US,20130123 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130128 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130128 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130129 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130129 21:00,2.54
COOP:306314,OSWEGO EAST NY US,20130130 10:00,7.62
COOP:306314,OSWEGO EAST NY US,20130130 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130131 04:00,2.54
COOP:306314,OSWEGO EAST NY US,20130131 08:00,5.08
COOP:306314,OSWEGO EAST NY US,20130131 09:00,5.08
COOP:306314,OSWEGO EAST NY US,20130131 21:00,2.54
COOP:306314,OSWEGO EAST NY US,20130201 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130201 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130202 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130203 14:00,2.54
COOP:306314,OSWEGO EAST NY US,20130204 10:00,15.24
COOP:306314,OSWEGO EAST NY US,20130208 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130208 21:00,5.08
COOP:306314,OSWEGO EAST NY US,20130209 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130211 10:00,5.08
COOP:306314,OSWEGO EAST NY US,20130214 01:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130215 09:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130219 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130219 14:00,12.70
COOP:306314,OSWEGO EAST NY US,20130220 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130223 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130224 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130227 05:00,5.08
COOP:306314,OSWEGO EAST NY US,20130227 10:00,15.24
COOP:306314,OSWEGO EAST NY US,20130227 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130227 15:00,5.08
COOP:306314,OSWEGO EAST NY US,20130228 18:00,5.08
COOP:306314,OSWEGO EAST NY US,20130301 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130302 18:00,2.54
COOP:306314,OSWEGO EAST NY US,20130304 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130312 19:00,2.54
COOP:306314,OSWEGO EAST NY US,20130313 17:00,2.54
COOP:306314,OSWEGO EAST NY US,20130314 14:00,2.54
COOP:306314,OSWEGO EAST NY US,20130314 17:00,2.54
COOP:306314,OSWEGO EAST NY US,20130319 10:00,12.70
COOP:306314,OSWEGO EAST NY US,20130331 01:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130401 00:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130401 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130401 11:00,5.08
COOP:306314,OSWEGO EAST NY US,20130401 17:00,2.54
COOP:306314,OSWEGO EAST NY US,20130408 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130409 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20130410 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130410 11:00,10.16
COOP:306314,OSWEGO EAST NY US,20130410 17:00,7.62
COOP:306314,OSWEGO EAST NY US,20130411 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130412 11:00,7.62
COOP:306314,OSWEGO EAST NY US,20130412 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130412 15:00,20.32
COOP:306314,OSWEGO EAST NY US,20130416 01:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130419 00:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130419 09:00,5.08
COOP:306314,OSWEGO EAST NY US,20130424 19:00,2.54
COOP:306314,OSWEGO EAST NY US,20130426 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130429 13:00,2.54
COOP:306314,OSWEGO EAST NY US,20130501 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130508 17:00,2.54
COOP:306314,OSWEGO EAST NY US,20130510 23:00,2.54
COOP:306314,OSWEGO EAST NY US,20130511 09:00,10.16
COOP:306314,OSWEGO EAST NY US,20130512 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130521 19:00,2.54
COOP:306314,OSWEGO EAST NY US,20130522 08:00,5.08
COOP:306314,OSWEGO EAST NY US,20130523 14:00,10.16
COOP:306314,OSWEGO EAST NY US,20130526 07:00,2.54
COOP:306314,OSWEGO EAST NY US,20130529 08:00,10.16
COOP:306314,OSWEGO EAST NY US,20130529 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130531 07:00,7.62
COOP:306314,OSWEGO EAST NY US,20130601 01:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130603 00:00,25399.75
COOP:306314,OSWEGO EAST NY US,20130605 07:00,2.54
COOP:306314,OSWEGO EAST NY US,20130606 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20130606 13:00,5.08
COOP:306314,OSWEGO EAST NY US,20130606 14:00,5.08
COOP:306314,OSWEGO EAST NY US,20130606 15:00,7.62
COOP:306314,OSWEGO EAST NY US,20130606 16:00,5.08
COOP:306314,OSWEGO EAST NY US,20130606 17:00,7.62
COOP:306314,OSWEGO EAST NY US,20130606 18:00,10.16
COOP:306314,OSWEGO EAST NY US,20130606 19:00,2.54
COOP:306314,OSWEGO EAST NY US,20130606 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130606 21:00,2.54
COOP:306314,OSWEGO EAST NY US,20130606 22:00,7.62
COOP:306314,OSWEGO EAST NY US,20130607 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130607 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130608 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130610 17:00,5.08
COOP:306314,OSWEGO EAST NY US,20130611 02:00,5.08
COOP:306314,OSWEGO EAST NY US,20130611 07:00,2.54
COOP:306314,OSWEGO EAST NY US,20130611 09:00,5.08
COOP:306314,OSWEGO EAST NY US,20130611 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130613 08:00,5.08
COOP:306314,OSWEGO EAST NY US,20130613 09:00,5.08
COOP:306314,OSWEGO EAST NY US,20130613 10:00,7.62
COOP:306314,OSWEGO EAST NY US,20130613 11:00,7.62
COOP:306314,OSWEGO EAST NY US,20130613 12:00,5.08
COOP:306314,OSWEGO EAST NY US,20130613 13:00,2.54
COOP:306314,OSWEGO EAST NY US,20130613 14:00,5.08
COOP:306314,OSWEGO EAST NY US,20130614 15:00,2.54
COOP:306314,OSWEGO EAST NY US,20130615 07:00,2.54
COOP:306314,OSWEGO EAST NY US,20130615 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20130615 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130616 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130616 13:00,2.54
COOP:306314,OSWEGO EAST NY US,20130616 15:00,2.54
COOP:306314,OSWEGO EAST NY US,20130616 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20130616 21:00,2.54
COOP:306314,OSWEGO EAST NY US,20130621 07:00,2.54
COOP:306314,OSWEGO EAST NY US,20130621 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20130622 02:00,2.54
COOP:306314,OSWEGO EAST NY US,20130622 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20130624 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20130625 13:00,2.54
COOP:306314,OSWEGO EAST NY US,20130626 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20130626 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130626 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130628 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130629 10:00,5.08
COOP:306314,OSWEGO EAST NY US,20130629 11:00,12.70
COOP:306314,OSWEGO EAST NY US,20130629 12:00,2.54
COOP:306314,OSWEGO EAST NY US,20130630 08:00,5.08
COOP:306314,OSWEGO EAST NY US,20130630 14:00,2.54
COOP:306314,OSWEGO EAST NY US,20130701 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130701 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20130701 18:00,2.54
COOP:306314,OSWEGO EAST NY US,20130701 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130704 11:00,7.62
COOP:306314,OSWEGO EAST NY US,20130705 14:00,7.62
COOP:306314,OSWEGO EAST NY US,20130707 04:00,5.08
COOP:306314,OSWEGO EAST NY US,20130708 22:00,2.54
COOP:306314,OSWEGO EAST NY US,20130709 16:00,12.70
COOP:306314,OSWEGO EAST NY US,20130709 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130710 07:00,15.24
COOP:306314,OSWEGO EAST NY US,20130710 08:00,5.08
COOP:306314,OSWEGO EAST NY US,20130717 00:00,2.54
COOP:306314,OSWEGO EAST NY US,20130720 03:00,2.54
COOP:306314,OSWEGO EAST NY US,20130720 09:00,7.62
COOP:306314,OSWEGO EAST NY US,20130725 14:00,5.08
COOP:306314,OSWEGO EAST NY US,20130728 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20130728 19:00,2.54
COOP:306314,OSWEGO EAST NY US,20130730 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130801 00:00,2.54
COOP:306314,OSWEGO EAST NY US,20130801 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130801 10:00,7.62
COOP:306314,OSWEGO EAST NY US,20130802 15:00,2.54
COOP:306314,OSWEGO EAST NY US,20130802 23:00,2.54
COOP:306314,OSWEGO EAST NY US,20130803 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130806 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130808 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130808 23:00,2.54
COOP:306314,OSWEGO EAST NY US,20130809 11:00,10.16
COOP:306314,OSWEGO EAST NY US,20130810 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20130813 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20130826 11:00,10.16
COOP:306314,OSWEGO EAST NY US,20130826 22:00,2.54
COOP:306314,OSWEGO EAST NY US,20130831 11:00,12.70
COOP:306314,OSWEGO EAST NY US,20130901 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20130901 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130901 23:00,22.86
COOP:306314,OSWEGO EAST NY US,20130902 10:00,7.62
COOP:306314,OSWEGO EAST NY US,20130902 16:00,5.08
COOP:306314,OSWEGO EAST NY US,20130902 18:00,2.54
COOP:306314,OSWEGO EAST NY US,20130903 07:00,2.54
COOP:306314,OSWEGO EAST NY US,20130903 13:00,15.24
COOP:306314,OSWEGO EAST NY US,20130905 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20130908 10:00,7.62
COOP:306314,OSWEGO EAST NY US,20130910 07:00,15.24
COOP:306314,OSWEGO EAST NY US,20130910 13:00,7.62
COOP:306314,OSWEGO EAST NY US,20130910 15:00,2.54
COOP:306314,OSWEGO EAST NY US,20130916 18:00,10.16
COOP:306314,OSWEGO EAST NY US,20130921 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20130921 19:00,2.54
COOP:306314,OSWEGO EAST NY US,20130922 04:00,5.08
COOP:306314,OSWEGO EAST NY US,20130925 18:00,7.62
COOP:306314,OSWEGO EAST NY US,20131001 01:00,0.00
COOP:306314,OSWEGO EAST NY US,20131001 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20131005 15:00,2.54
COOP:306314,OSWEGO EAST NY US,20131006 12:00,5.08
COOP:306314,OSWEGO EAST NY US,20131007 11:00,5.08
COOP:306314,OSWEGO EAST NY US,20131007 12:00,5.08
COOP:306314,OSWEGO EAST NY US,20131007 13:00,5.08
COOP:306314,OSWEGO EAST NY US,20131007 14:00,2.54
COOP:306314,OSWEGO EAST NY US,20131007 23:00,2.54
COOP:306314,OSWEGO EAST NY US,20131008 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20131010 16:00,2.54
COOP:306314,OSWEGO EAST NY US,20131010 18:00,5.08
COOP:306314,OSWEGO EAST NY US,20131015 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20131016 21:00,5.08
COOP:306314,OSWEGO EAST NY US,20131016 22:00,2.54
COOP:306314,OSWEGO EAST NY US,20131017 15:00,10.16
COOP:306314,OSWEGO EAST NY US,20131018 01:00,2.54
COOP:306314,OSWEGO EAST NY US,20131018 13:00,10.16
COOP:306314,OSWEGO EAST NY US,20131023 03:00,2.54
COOP:306314,OSWEGO EAST NY US,20131023 04:00,2.54
COOP:306314,OSWEGO EAST NY US,20131023 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20131023 10:00,2.54
COOP:306314,OSWEGO EAST NY US,20131023 13:00,2.54
COOP:306314,OSWEGO EAST NY US,20131023 14:00,2.54
COOP:306314,OSWEGO EAST NY US,20131023 18:00,2.54
COOP:306314,OSWEGO EAST NY US,20131024 05:00,2.54
COOP:306314,OSWEGO EAST NY US,20131024 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20131024 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20131024 10:00,5.08
COOP:306314,OSWEGO EAST NY US,20131024 11:00,5.08
COOP:306314,OSWEGO EAST NY US,20131024 13:00,5.08
COOP:306314,OSWEGO EAST NY US,20131024 17:00,5.08
COOP:306314,OSWEGO EAST NY US,20131024 18:00,2.54
COOP:306314,OSWEGO EAST NY US,20131024 20:00,2.54
COOP:306314,OSWEGO EAST NY US,20131029 08:00,2.54
COOP:306314,OSWEGO EAST NY US,20131029 09:00,2.54
COOP:306314,OSWEGO EAST NY US,20131029 10:00,25399.75
COOP:306314,OSWEGO EAST NY US,20131029 11:00,25399.75
COOP:306314,OSWEGO EAST NY US,20131029 23:00,2.54
COOP:306314,OSWEGO EAST NY US,20131030 11:00,2.54
COOP:306314,OSWEGO EAST NY US,20131030 15:00,2.54
COOP:306314,OSWEGO EAST NY US,20131031 17:00,17.78
